T_heat_setpoint,T_cool_setpoint,OAT (Kelvin),OAT (deg C)
15,21,301.9366667,28.78666667
15,21,301.9083333,28.75833333
15,21,301.88,28.73
15,21,301.8516667,28.70166667
15,21,301.8233333,28.67333333
15,21,301.795,28.645
15,21,301.7666667,28.61666667
15,21,301.7383333,28.58833333
15,21,301.71,28.56
15,21,301.6816667,28.53166667
15,21,301.6533333,28.50333333
15,21,301.625,28.475
15,21,301.5966667,28.44666667
15,21,301.5683333,28.41833333
15,21,301.54,28.39
15,21,301.5116667,28.36166667
15,21,301.4833333,28.33333333
15,21,301.455,28.305
15,21,301.4266667,28.27666667
15,21,301.3983333,28.24833333
15,21,301.37,28.22
15,21,301.3416667,28.19166667
15,21,301.3133333,28.16333333
15,21,301.285,28.135
15,21,301.2566667,28.10666667
15,21,301.2283333,28.07833333
15,21,301.2,28.05
15,21,301.1716667,28.02166667
15,21,301.1433333,27.99333333
15,21,301.115,27.965
15,21,301.0866667,27.93666667
15,21,301.0583333,27.90833333
15,21,301.03,27.88
15,21,301.0016667,27.85166667
15,21,300.9733333,27.82333333
15,21,300.945,27.795
15,21,300.9166667,27.76666667
15,21,300.8883333,27.73833333
15,21,300.86,27.71
15,21,300.8316667,27.68166667
15,21,300.8033333,27.65333333
15,21,300.775,27.625
15,21,300.7466667,27.59666667
15,21,300.7183333,27.56833333
15,21,300.69,27.54
15,21,300.6616667,27.51166667
15,21,300.6333333,27.48333333
15,21,300.605,27.455
15,21,300.5766667,27.42666667
15,21,300.5483333,27.39833333
15,21,300.52,27.37
15,21,300.4916667,27.34166667
15,21,300.4633333,27.31333333
15,21,300.435,27.285
15,21,300.4066667,27.25666667
15,21,300.3783333,27.22833333
15,21,300.35,27.2
15,21,300.3416667,27.19166667
15,21,300.3333333,27.18333333
15,21,300.325,27.175
15,21,300.3166667,27.16666667
15,21,300.3083333,27.15833333
15,21,300.3,27.15
15,21,300.2916667,27.14166667
15,21,300.2833333,27.13333333
15,21,300.275,27.125
15,21,300.2666667,27.11666667
15,21,300.2583333,27.10833333
15,21,300.25,27.1
15,21,300.2416667,27.09166667
15,21,300.2333333,27.08333333
15,21,300.225,27.075
15,21,300.2166667,27.06666667
15,21,300.2083333,27.05833333
15,21,300.2,27.05
15,21,300.1916667,27.04166667
15,21,300.1833333,27.03333333
15,21,300.175,27.025
15,21,300.1666667,27.01666667
15,21,300.1583333,27.00833333
15,21,300.15,27
15,21,300.1416667,26.99166667
15,21,300.1333333,26.98333333
15,21,300.125,26.975
15,21,300.1166667,26.96666667
15,21,300.1083333,26.95833333
15,21,300.1,26.95
15,21,300.0916667,26.94166667
15,21,300.0833333,26.93333333
15,21,300.075,26.925
15,21,300.0666667,26.91666667
15,21,300.0583333,26.90833333
15,21,300.05,26.9
15,21,300.0416667,26.89166667
15,21,300.0333333,26.88333333
15,21,300.025,26.875
15,21,300.0166667,26.86666667
15,21,300.0083333,26.85833333
15,21,300,26.85
15,21,299.9916667,26.84166667
15,21,299.9833333,26.83333333
15,21,299.975,26.825
15,21,299.9666667,26.81666667
15,21,299.9583333,26.80833333
15,21,299.95,26.8
15,21,299.9416667,26.79166667
15,21,299.9333333,26.78333333
15,21,299.925,26.775
15,21,299.9166667,26.76666667
15,21,299.9083333,26.75833333
15,21,299.9,26.75
15,21,299.8916667,26.74166667
15,21,299.8833333,26.73333333
15,21,299.875,26.725
15,21,299.8666667,26.71666667
15,21,299.8583333,26.70833333
15,21,299.85,26.7
15,22,299.8216667,26.67166667
15,22,299.7933333,26.64333333
15,22,299.765,26.615
15,22,299.7366667,26.58666667
15,22,299.7083333,26.55833333
15,22,299.68,26.53
15,22,299.6516667,26.50166667
15,22,299.6233333,26.47333333
15,22,299.595,26.445
15,22,299.5666667,26.41666667
15,22,299.5383333,26.38833333
15,22,299.51,26.36
15,22,299.4816667,26.33166667
15,22,299.4533333,26.30333333
15,22,299.425,26.275
15,22,299.3966667,26.24666667
15,22,299.3683333,26.21833333
15,22,299.34,26.19
15,22,299.3116667,26.16166667
15,22,299.2833333,26.13333333
15,22,299.255,26.105
15,22,299.2266667,26.07666667
15,22,299.1983333,26.04833333
15,22,299.17,26.02
15,22,299.1416667,25.99166667
15,22,299.1133333,25.96333333
15,22,299.085,25.935
15,22,299.0566667,25.90666667
15,22,299.0283333,25.87833333
15,22,299,25.85
15,22,298.9716667,25.82166667
15,22,298.9433333,25.79333333
15,22,298.915,25.765
15,22,298.8866667,25.73666667
15,22,298.8583333,25.70833333
15,22,298.83,25.68
15,22,298.8016667,25.65166667
15,22,298.7733333,25.62333333
15,22,298.745,25.595
15,22,298.7166667,25.56666667
15,22,298.6883333,25.53833333
15,22,298.66,25.51
15,22,298.6316667,25.48166667
15,22,298.6033333,25.45333333
15,22,298.575,25.425
15,22,298.5466667,25.39666667
15,22,298.5183333,25.36833333
15,22,298.49,25.34
15,22,298.4616667,25.31166667
15,22,298.4333333,25.28333333
15,22,298.405,25.255
15,22,298.3766667,25.22666667
15,22,298.3483333,25.19833333
15,22,298.32,25.17
15,22,298.2916667,25.14166667
15,22,298.2633333,25.11333333
15,22,298.235,25.085
15,22,298.2066667,25.05666667
15,22,298.1783333,25.02833333
15,22,298.15,25
15,22,298.1316667,24.98166667
15,22,298.1133333,24.96333333
15,22,298.095,24.945
15,22,298.0766667,24.92666667
15,22,298.0583333,24.90833333
15,22,298.04,24.89
15,22,298.0216667,24.87166667
15,22,298.0033333,24.85333333
15,22,297.985,24.835
15,22,297.9666667,24.81666667
15,22,297.9483333,24.79833333
15,22,297.93,24.78
15,22,297.9116667,24.76166667
15,22,297.8933333,24.74333333
15,22,297.875,24.725
15,22,297.8566667,24.70666667
15,22,297.8383333,24.68833333
15,22,297.82,24.67
15,22,297.8016667,24.65166667
15,22,297.7833333,24.63333333
15,22,297.765,24.615
15,22,297.7466667,24.59666667
15,22,297.7283333,24.57833333
15,22,297.71,24.56
15,22,297.6916667,24.54166667
15,22,297.6733333,24.52333333
15,22,297.655,24.505
15,22,297.6366667,24.48666667
15,22,297.6183333,24.46833333
15,22,297.6,24.45
15,22,297.5816667,24.43166667
15,22,297.5633333,24.41333333
15,22,297.545,24.395
15,22,297.5266667,24.37666667
15,22,297.5083333,24.35833333
15,22,297.49,24.34
15,22,297.4716667,24.32166667
15,22,297.4533333,24.30333333
15,22,297.435,24.285
15,22,297.4166667,24.26666667
15,22,297.3983333,24.24833333
15,22,297.38,24.23
15,22,297.3616667,24.21166667
15,22,297.3433333,24.19333333
15,22,297.325,24.175
15,22,297.3066667,24.15666667
15,22,297.2883333,24.13833333
15,22,297.27,24.12
15,22,297.2516667,24.10166667
15,22,297.2333333,24.08333333
15,22,297.215,24.065
15,22,297.1966667,24.04666667
15,22,297.1783333,24.02833333
15,22,297.16,24.01
15,22,297.1416667,23.99166667
15,22,297.1233333,23.97333333
15,22,297.105,23.955
15,22,297.0866667,23.93666667
15,22,297.0683333,23.91833333
15,22,297.05,23.9
15,22,297.0216667,23.87166667
15,22,296.9933333,23.84333333
15,22,296.965,23.815
15,22,296.9366667,23.78666667
15,22,296.9083333,23.75833333
15,22,296.88,23.73
15,22,296.8516667,23.70166667
15,22,296.8233333,23.67333333
15,22,296.795,23.645
15,22,296.7666667,23.61666667
15,22,296.7383333,23.58833333
15,22,296.71,23.56
15,22,296.6816667,23.53166667
15,22,296.6533333,23.50333333
15,22,296.625,23.475
15,22,296.5966667,23.44666667
15,22,296.5683333,23.41833333
15,22,296.54,23.39
15,22,296.5116667,23.36166667
15,22,296.4833333,23.33333333
15,22,296.455,23.305
15,22,296.4266667,23.27666667
15,22,296.3983333,23.24833333
15,22,296.37,23.22
15,22,296.3416667,23.19166667
15,22,296.3133333,23.16333333
15,22,296.285,23.135
15,22,296.2566667,23.10666667
15,22,296.2283333,23.07833333
15,22,296.2,23.05
15,22,296.1716667,23.02166667
15,22,296.1433333,22.99333333
15,22,296.115,22.965
15,22,296.0866667,22.93666667
15,22,296.0583333,22.90833333
15,22,296.03,22.88
15,22,296.0016667,22.85166667
15,22,295.9733333,22.82333333
15,22,295.945,22.795
15,22,295.9166667,22.76666667
15,22,295.8883333,22.73833333
15,22,295.86,22.71
15,22,295.8316667,22.68166667
15,22,295.8033333,22.65333333
15,22,295.775,22.625
15,22,295.7466667,22.59666667
15,22,295.7183333,22.56833333
15,22,295.69,22.54
15,22,295.6616667,22.51166667
15,22,295.6333333,22.48333333
15,22,295.605,22.455
15,22,295.5766667,22.42666667
15,22,295.5483333,22.39833333
15,22,295.52,22.37
15,22,295.4916667,22.34166667
15,22,295.4633333,22.31333333
15,22,295.435,22.285
15,22,295.4066667,22.25666667
15,22,295.3783333,22.22833333
15,22,295.35,22.2
15,23,295.3233333,22.17333333
15,23,295.2966667,22.14666667
15,23,295.27,22.12
15,23,295.2433333,22.09333333
15,23,295.2166667,22.06666667
15,23,295.19,22.04
15,23,295.1633333,22.01333333
15,23,295.1366667,21.98666667
15,23,295.11,21.96
15,23,295.0833333,21.93333333
15,23,295.0566667,21.90666667
15,23,295.03,21.88
15,23,295.0033333,21.85333333
15,23,294.9766667,21.82666667
15,23,294.95,21.8
15,23,294.9233333,21.77333333
15,23,294.8966667,21.74666667
15,23,294.87,21.72
15,23,294.8433333,21.69333333
15,23,294.8166667,21.66666667
15,23,294.79,21.64
15,23,294.7633333,21.61333333
15,23,294.7366667,21.58666667
15,23,294.71,21.56
15,23,294.6833333,21.53333333
15,23,294.6566667,21.50666667
15,23,294.63,21.48
15,23,294.6033333,21.45333333
15,23,294.5766667,21.42666667
15,23,294.55,21.4
15,23,294.5233333,21.37333333
15,23,294.4966667,21.34666667
15,23,294.47,21.32
15,23,294.4433333,21.29333333
15,23,294.4166667,21.26666667
15,23,294.39,21.24
15,23,294.3633333,21.21333333
15,23,294.3366667,21.18666667
15,23,294.31,21.16
15,23,294.2833333,21.13333333
15,23,294.2566667,21.10666667
15,23,294.23,21.08
15,23,294.2033333,21.05333333
15,23,294.1766667,21.02666667
15,23,294.15,21
15,23,294.1233333,20.97333333
15,23,294.0966667,20.94666667
15,23,294.07,20.92
15,23,294.0433333,20.89333333
15,23,294.0166667,20.86666667
15,23,293.99,20.84
15,23,293.9633333,20.81333333
15,23,293.9366667,20.78666667
15,23,293.91,20.76
15,23,293.8833333,20.73333333
15,23,293.8566667,20.70666667
15,23,293.83,20.68
15,23,293.8033333,20.65333333
15,23,293.7766667,20.62666667
15,23,293.75,20.6
15,23,293.74,20.59
15,23,293.73,20.58
15,23,293.72,20.57
15,23,293.71,20.56
15,23,293.7,20.55
15,23,293.69,20.54
15,23,293.68,20.53
15,23,293.67,20.52
15,23,293.66,20.51
15,23,293.65,20.5
15,23,293.64,20.49
15,23,293.63,20.48
15,23,293.62,20.47
15,23,293.61,20.46
15,23,293.6,20.45
15,23,293.59,20.44
15,23,293.58,20.43
15,23,293.57,20.42
15,23,293.56,20.41
15,23,293.55,20.4
15,23,293.54,20.39
15,23,293.53,20.38
15,23,293.52,20.37
15,23,293.51,20.36
15,23,293.5,20.35
15,23,293.49,20.34
15,23,293.48,20.33
15,23,293.47,20.32
15,23,293.46,20.31
15,23,293.45,20.3
15,23,293.44,20.29
15,23,293.43,20.28
15,23,293.42,20.27
15,23,293.41,20.26
15,23,293.4,20.25
15,23,293.39,20.24
15,23,293.38,20.23
15,23,293.37,20.22
15,23,293.36,20.21
15,23,293.35,20.2
15,23,293.34,20.19
15,23,293.33,20.18
15,23,293.32,20.17
15,23,293.31,20.16
15,23,293.3,20.15
15,23,293.29,20.14
15,23,293.28,20.13
15,23,293.27,20.12
15,23,293.26,20.11
15,23,293.25,20.1
15,23,293.24,20.09
15,23,293.23,20.08
15,23,293.22,20.07
15,23,293.21,20.06
15,23,293.2,20.05
15,23,293.19,20.04
15,23,293.18,20.03
15,23,293.17,20.02
15,23,293.16,20.01
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,23,293.15,20
15,21.5,293.14,19.99
15,21.5,293.13,19.98
15,21.5,293.12,19.97
15,21.5,293.11,19.96
15,21.5,293.1,19.95
15,21.5,293.09,19.94
15,21.5,293.08,19.93
15,21.5,293.07,19.92
15,21.5,293.06,19.91
15,21.5,293.05,19.9
15,21.5,293.04,19.89
15,21.5,293.03,19.88
15,21.5,293.02,19.87
15,21.5,293.01,19.86
15,21.5,293,19.85
15,21.5,292.99,19.84
15,21.5,292.98,19.83
15,21.5,292.97,19.82
15,21.5,292.96,19.81
15,21.5,292.95,19.8
15,21.5,292.94,19.79
15,21.5,292.93,19.78
15,21.5,292.92,19.77
15,21.5,292.91,19.76
15,21.5,292.9,19.75
15,21.5,292.89,19.74
15,21.5,292.88,19.73
15,21.5,292.87,19.72
15,21.5,292.86,19.71
15,21.5,292.85,19.7
15,21.5,292.84,19.69
15,21.5,292.83,19.68
15,21.5,292.82,19.67
15,21.5,292.81,19.66
15,21.5,292.8,19.65
15,21.5,292.79,19.64
15,21.5,292.78,19.63
15,21.5,292.77,19.62
15,21.5,292.76,19.61
15,21.5,292.75,19.6
15,21.5,292.74,19.59
15,21.5,292.73,19.58
15,21.5,292.72,19.57
15,21.5,292.71,19.56
15,21.5,292.7,19.55
15,21.5,292.69,19.54
15,21.5,292.68,19.53
15,21.5,292.67,19.52
15,21.5,292.66,19.51
15,21.5,292.65,19.5
15,21.5,292.64,19.49
15,21.5,292.63,19.48
15,21.5,292.62,19.47
15,21.5,292.61,19.46
15,21.5,292.6,19.45
15,21.5,292.59,19.44
15,21.5,292.58,19.43
15,21.5,292.57,19.42
15,21.5,292.56,19.41
15,21.5,292.55,19.4
15,21.5,292.5416667,19.39166667
15,21.5,292.5333333,19.38333333
15,21.5,292.525,19.375
15,21.5,292.5166667,19.36666667
15,21.5,292.5083333,19.35833333
15,21.5,292.5,19.35
15,21.5,292.4916667,19.34166667
15,21.5,292.4833333,19.33333333
15,21.5,292.475,19.325
15,21.5,292.4666667,19.31666667
15,21.5,292.4583333,19.30833333
15,21.5,292.45,19.3
15,21.5,292.4416667,19.29166667
15,21.5,292.4333333,19.28333333
15,21.5,292.425,19.275
15,21.5,292.4166667,19.26666667
15,21.5,292.4083333,19.25833333
15,21.5,292.4,19.25
15,21.5,292.3916667,19.24166667
15,21.5,292.3833333,19.23333333
15,21.5,292.375,19.225
15,21.5,292.3666667,19.21666667
15,21.5,292.3583333,19.20833333
15,21.5,292.35,19.2
15,21.5,292.3416667,19.19166667
15,21.5,292.3333333,19.18333333
15,21.5,292.325,19.175
15,21.5,292.3166667,19.16666667
15,21.5,292.3083333,19.15833333
15,21.5,292.3,19.15
15,21.5,292.2916667,19.14166667
15,21.5,292.2833333,19.13333333
15,21.5,292.275,19.125
15,21.5,292.2666667,19.11666667
15,21.5,292.2583333,19.10833333
15,21.5,292.25,19.1
15,21.5,292.2416667,19.09166667
15,21.5,292.2333333,19.08333333
15,21.5,292.225,19.075
15,21.5,292.2166667,19.06666667
15,21.5,292.2083333,19.05833333
15,21.5,292.2,19.05
15,21.5,292.1916667,19.04166667
15,21.5,292.1833333,19.03333333
15,21.5,292.175,19.025
15,21.5,292.1666667,19.01666667
15,21.5,292.1583333,19.00833333
15,21.5,292.15,19
15,21.5,292.1416667,18.99166667
15,21.5,292.1333333,18.98333333
15,21.5,292.125,18.975
15,21.5,292.1166667,18.96666667
15,21.5,292.1083333,18.95833333
15,21.5,292.1,18.95
15,21.5,292.0916667,18.94166667
15,21.5,292.0833333,18.93333333
15,21.5,292.075,18.925
15,21.5,292.0666667,18.91666667
15,21.5,292.0583333,18.90833333
15,21.5,292.05,18.9
15,21.5,292.04,18.89
15,21.5,292.03,18.88
15,21.5,292.02,18.87
15,21.5,292.01,18.86
15,21.5,292,18.85
15,21.5,291.99,18.84
15,21.5,291.98,18.83
15,21.5,291.97,18.82
15,21.5,291.96,18.81
15,21.5,291.95,18.8
15,21.5,291.94,18.79
15,21.5,291.93,18.78
15,21.5,291.92,18.77
15,21.5,291.91,18.76
15,21.5,291.9,18.75
15,21.5,291.89,18.74
15,21.5,291.88,18.73
15,21.5,291.87,18.72
15,21.5,291.86,18.71
15,21.5,291.85,18.7
15,21.5,291.84,18.69
15,21.5,291.83,18.68
15,21.5,291.82,18.67
15,21.5,291.81,18.66
15,21.5,291.8,18.65
15,21.5,291.79,18.64
15,21.5,291.78,18.63
15,21.5,291.77,18.62
15,21.5,291.76,18.61
15,21.5,291.75,18.6
15,21.5,291.74,18.59
15,21.5,291.73,18.58
15,21.5,291.72,18.57
15,21.5,291.71,18.56
15,21.5,291.7,18.55
15,21.5,291.69,18.54
15,21.5,291.68,18.53
15,21.5,291.67,18.52
15,21.5,291.66,18.51
15,21.5,291.65,18.5
15,21.5,291.64,18.49
15,21.5,291.63,18.48
15,21.5,291.62,18.47
15,21.5,291.61,18.46
15,21.5,291.6,18.45
15,21.5,291.59,18.44
15,21.5,291.58,18.43
15,21.5,291.57,18.42
15,21.5,291.56,18.41
15,21.5,291.55,18.4
15,21.5,291.54,18.39
15,21.5,291.53,18.38
15,21.5,291.52,18.37
15,21.5,291.51,18.36
15,21.5,291.5,18.35
15,21.5,291.49,18.34
15,21.5,291.48,18.33
15,21.5,291.47,18.32
15,21.5,291.46,18.31
15,21.5,291.45,18.3
15,20,291.4416667,18.29166667
15,20,291.4333333,18.28333333
15,20,291.425,18.275
15,20,291.4166667,18.26666667
15,20,291.4083333,18.25833333
15,20,291.4,18.25
15,20,291.3916667,18.24166667
15,20,291.3833333,18.23333333
15,20,291.375,18.225
15,20,291.3666667,18.21666667
15,20,291.3583333,18.20833333
15,20,291.35,18.2
15,20,291.3416667,18.19166667
15,20,291.3333333,18.18333333
15,20,291.325,18.175
15,20,291.3166667,18.16666667
15,20,291.3083333,18.15833333
15,20,291.3,18.15
15,20,291.2916667,18.14166667
15,20,291.2833333,18.13333333
15,20,291.275,18.125
15,20,291.2666667,18.11666667
15,20,291.2583333,18.10833333
15,20,291.25,18.1
15,20,291.2416667,18.09166667
15,20,291.2333333,18.08333333
15,20,291.225,18.075
15,20,291.2166667,18.06666667
15,20,291.2083333,18.05833333
15,20,291.2,18.05
15,20,291.1916667,18.04166667
15,20,291.1833333,18.03333333
15,20,291.175,18.025
15,20,291.1666667,18.01666667
15,20,291.1583333,18.00833333
15,20,291.15,18
15,20,291.1416667,17.99166667
15,20,291.1333333,17.98333333
15,20,291.125,17.975
15,20,291.1166667,17.96666667
15,20,291.1083333,17.95833333
15,20,291.1,17.95
15,20,291.0916667,17.94166667
15,20,291.0833333,17.93333333
15,20,291.075,17.925
15,20,291.0666667,17.91666667
15,20,291.0583333,17.90833333
15,20,291.05,17.9
15,20,291.0416667,17.89166667
15,20,291.0333333,17.88333333
15,20,291.025,17.875
15,20,291.0166667,17.86666667
15,20,291.0083333,17.85833333
15,20,291,17.85
15,20,290.9916667,17.84166667
15,20,290.9833333,17.83333333
15,20,290.975,17.825
15,20,290.9666667,17.81666667
15,20,290.9583333,17.80833333
15,20,290.95,17.8
15,20,290.9583333,17.80833333
15,20,290.9666667,17.81666667
15,20,290.975,17.825
15,20,290.9833333,17.83333333
15,20,290.9916667,17.84166667
15,20,291,17.85
15,20,291.0083333,17.85833333
15,20,291.0166667,17.86666667
15,20,291.025,17.875
15,20,291.0333333,17.88333333
15,20,291.0416667,17.89166667
15,20,291.05,17.9
15,20,291.0583333,17.90833333
15,20,291.0666667,17.91666667
15,20,291.075,17.925
15,20,291.0833333,17.93333333
15,20,291.0916667,17.94166667
15,20,291.1,17.95
15,20,291.1083333,17.95833333
15,20,291.1166667,17.96666667
15,20,291.125,17.975
15,20,291.1333333,17.98333333
15,20,291.1416667,17.99166667
15,20,291.15,18
15,20,291.1583333,18.00833333
15,20,291.1666667,18.01666667
15,20,291.175,18.025
15,20,291.1833333,18.03333333
15,20,291.1916667,18.04166667
15,20,291.2,18.05
15,20,291.2083333,18.05833333
15,20,291.2166667,18.06666667
15,20,291.225,18.075
15,20,291.2333333,18.08333333
15,20,291.2416667,18.09166667
15,20,291.25,18.1
15,20,291.2583333,18.10833333
15,20,291.2666667,18.11666667
15,20,291.275,18.125
15,20,291.2833333,18.13333333
15,20,291.2916667,18.14166667
15,20,291.3,18.15
15,20,291.3083333,18.15833333
15,20,291.3166667,18.16666667
15,20,291.325,18.175
15,20,291.3333333,18.18333333
15,20,291.3416667,18.19166667
15,20,291.35,18.2
15,20,291.3583333,18.20833333
15,20,291.3666667,18.21666667
15,20,291.375,18.225
15,20,291.3833333,18.23333333
15,20,291.3916667,18.24166667
15,20,291.4,18.25
15,20,291.4083333,18.25833333
15,20,291.4166667,18.26666667
15,20,291.425,18.275
15,20,291.4333333,18.28333333
15,20,291.4416667,18.29166667
15,20,291.45,18.3
15,20,291.4683333,18.31833333
15,20,291.4866667,18.33666667
15,20,291.505,18.355
15,20,291.5233333,18.37333333
15,20,291.5416667,18.39166667
15,20,291.56,18.41
15,20,291.5783333,18.42833333
15,20,291.5966667,18.44666667
15,20,291.615,18.465
15,20,291.6333333,18.48333333
15,20,291.6516667,18.50166667
15,20,291.67,18.52
15,20,291.6883333,18.53833333
15,20,291.7066667,18.55666667
15,20,291.725,18.575
15,20,291.7433333,18.59333333
15,20,291.7616667,18.61166667
15,20,291.78,18.63
15,20,291.7983333,18.64833333
15,20,291.8166667,18.66666667
15,20,291.835,18.685
15,20,291.8533333,18.70333333
15,20,291.8716667,18.72166667
15,20,291.89,18.74
15,20,291.9083333,18.75833333
15,20,291.9266667,18.77666667
15,20,291.945,18.795
15,20,291.9633333,18.81333333
15,20,291.9816667,18.83166667
15,20,292,18.85
15,20,292.0183333,18.86833333
15,20,292.0366667,18.88666667
15,20,292.055,18.905
15,20,292.0733333,18.92333333
15,20,292.0916667,18.94166667
15,20,292.11,18.96
15,20,292.1283333,18.97833333
15,20,292.1466667,18.99666667
15,20,292.165,19.015
15,20,292.1833333,19.03333333
15,20,292.2016667,19.05166667
15,20,292.22,19.07
15,20,292.2383333,19.08833333
15,20,292.2566667,19.10666667
15,20,292.275,19.125
15,20,292.2933333,19.14333333
15,20,292.3116667,19.16166667
15,20,292.33,19.18
15,20,292.3483333,19.19833333
15,20,292.3666667,19.21666667
15,20,292.385,19.235
15,20,292.4033333,19.25333333
15,20,292.4216667,19.27166667
15,20,292.44,19.29
15,20,292.4583333,19.30833333
15,20,292.4766667,19.32666667
15,20,292.495,19.345
15,20,292.5133333,19.36333333
15,20,292.5316667,19.38166667
15,20,292.55,19.4
15,18.5,292.5883333,19.43833333
15,18.5,292.6266667,19.47666667
15,18.5,292.665,19.515
15,18.5,292.7033333,19.55333333
15,18.5,292.7416667,19.59166667
15,18.5,292.78,19.63
15,18.5,292.8183333,19.66833333
15,18.5,292.8566667,19.70666667
15,18.5,292.895,19.745
15,18.5,292.9333333,19.78333333
15,18.5,292.9716667,19.82166667
15,18.5,293.01,19.86
15,18.5,293.0483333,19.89833333
15,18.5,293.0866667,19.93666667
15,18.5,293.125,19.975
15,18.5,293.1633333,20.01333333
15,18.5,293.2016667,20.05166667
15,18.5,293.24,20.09
15,18.5,293.2783333,20.12833333
15,18.5,293.3166667,20.16666667
15,18.5,293.355,20.205
15,18.5,293.3933333,20.24333333
15,18.5,293.4316667,20.28166667
15,18.5,293.47,20.32
15,18.5,293.5083333,20.35833333
15,18.5,293.5466667,20.39666667
15,18.5,293.585,20.435
15,18.5,293.6233333,20.47333333
15,18.5,293.6616667,20.51166667
15,18.5,293.7,20.55
15,18.5,293.7383333,20.58833333
15,18.5,293.7766667,20.62666667
15,18.5,293.815,20.665
15,18.5,293.8533333,20.70333333
15,18.5,293.8916667,20.74166667
15,18.5,293.93,20.78
15,18.5,293.9683333,20.81833333
15,18.5,294.0066667,20.85666667
15,18.5,294.045,20.895
15,18.5,294.0833333,20.93333333
15,18.5,294.1216667,20.97166667
15,18.5,294.16,21.01
15,18.5,294.1983333,21.04833333
15,18.5,294.2366667,21.08666667
15,18.5,294.275,21.125
15,18.5,294.3133333,21.16333333
15,18.5,294.3516667,21.20166667
15,18.5,294.39,21.24
15,18.5,294.4283333,21.27833333
15,18.5,294.4666667,21.31666667
15,18.5,294.505,21.355
15,18.5,294.5433333,21.39333333
15,18.5,294.5816667,21.43166667
15,18.5,294.62,21.47
15,18.5,294.6583333,21.50833333
15,18.5,294.6966667,21.54666667
15,18.5,294.735,21.585
15,18.5,294.7733333,21.62333333
15,18.5,294.8116667,21.66166667
15,18.5,294.85,21.7
15,18.5,294.8766667,21.72666667
15,18.5,294.9033333,21.75333333
15,18.5,294.93,21.78
15,18.5,294.9566667,21.80666667
15,18.5,294.9833333,21.83333333
15,18.5,295.01,21.86
15,18.5,295.0366667,21.88666667
15,18.5,295.0633333,21.91333333
15,18.5,295.09,21.94
15,18.5,295.1166667,21.96666667
15,18.5,295.1433333,21.99333333
15,18.5,295.17,22.02
15,18.5,295.1966667,22.04666667
15,18.5,295.2233333,22.07333333
15,18.5,295.25,22.1
15,18.5,295.2766667,22.12666667
15,18.5,295.3033333,22.15333333
15,18.5,295.33,22.18
15,18.5,295.3566667,22.20666667
15,18.5,295.3833333,22.23333333
15,18.5,295.41,22.26
15,18.5,295.4366667,22.28666667
15,18.5,295.4633333,22.31333333
15,18.5,295.49,22.34
15,18.5,295.5166667,22.36666667
15,18.5,295.5433333,22.39333333
15,18.5,295.57,22.42
15,18.5,295.5966667,22.44666667
15,18.5,295.6233333,22.47333333
15,18.5,295.65,22.5
15,18.5,295.6766667,22.52666667
15,18.5,295.7033333,22.55333333
15,18.5,295.73,22.58
15,18.5,295.7566667,22.60666667
15,18.5,295.7833333,22.63333333
15,18.5,295.81,22.66
15,18.5,295.8366667,22.68666667
15,18.5,295.8633333,22.71333333
15,18.5,295.89,22.74
15,18.5,295.9166667,22.76666667
15,18.5,295.9433333,22.79333333
15,18.5,295.97,22.82
15,18.5,295.9966667,22.84666667
15,18.5,296.0233333,22.87333333
15,18.5,296.05,22.9
15,18.5,296.0766667,22.92666667
15,18.5,296.1033333,22.95333333
15,18.5,296.13,22.98
15,18.5,296.1566667,23.00666667
15,18.5,296.1833333,23.03333333
15,18.5,296.21,23.06
15,18.5,296.2366667,23.08666667
15,18.5,296.2633333,23.11333333
15,18.5,296.29,23.14
15,18.5,296.3166667,23.16666667
15,18.5,296.3433333,23.19333333
15,18.5,296.37,23.22
15,18.5,296.3966667,23.24666667
15,18.5,296.4233333,23.27333333
15,18.5,296.45,23.3
15,18.5,296.4683333,23.31833333
15,18.5,296.4866667,23.33666667
15,18.5,296.505,23.355
15,18.5,296.5233333,23.37333333
15,18.5,296.5416667,23.39166667
15,18.5,296.56,23.41
