T_heat_setpoint,T_cool_setpoint,OAT (Kelvin),OAT (deg C)
15,18.5,296.5783333,23.42833333
15,18.5,296.5966667,23.44666667
15,18.5,296.615,23.465
15,18.5,296.6333333,23.48333333
15,18.5,296.6516667,23.50166667
15,18.5,296.67,23.52
15,18.5,296.6883333,23.53833333
15,18.5,296.7066667,23.55666667
15,18.5,296.725,23.575
15,18.5,296.7433333,23.59333333
15,18.5,296.7616667,23.61166667
15,18.5,296.78,23.63
15,18.5,296.7983333,23.64833333
15,18.5,296.8166667,23.66666667
15,18.5,296.835,23.685
15,18.5,296.8533333,23.70333333
15,18.5,296.8716667,23.72166667
15,18.5,296.89,23.74
15,18.5,296.9083333,23.75833333
15,18.5,296.9266667,23.77666667
15,18.5,296.945,23.795
15,18.5,296.9633333,23.81333333
15,18.5,296.9816667,23.83166667
15,18.5,297,23.85
15,18.5,297.0183333,23.86833333
15,18.5,297.0366667,23.88666667
15,18.5,297.055,23.905
15,18.5,297.0733333,23.92333333
15,18.5,297.0916667,23.94166667
15,18.5,297.11,23.96
15,18.5,297.1283333,23.97833333
15,18.5,297.1466667,23.99666667
15,18.5,297.165,24.015
15,18.5,297.1833333,24.03333333
15,18.5,297.2016667,24.05166667
15,18.5,297.22,24.07
15,18.5,297.2383333,24.08833333
15,18.5,297.2566667,24.10666667
15,18.5,297.275,24.125
15,18.5,297.2933333,24.14333333
15,18.5,297.3116667,24.16166667
15,18.5,297.33,24.18
15,18.5,297.3483333,24.19833333
15,18.5,297.3666667,24.21666667
15,18.5,297.385,24.235
15,18.5,297.4033333,24.25333333
15,18.5,297.4216667,24.27166667
15,18.5,297.44,24.29
15,18.5,297.4583333,24.30833333
15,18.5,297.4766667,24.32666667
15,18.5,297.495,24.345
15,18.5,297.5133333,24.36333333
15,18.5,297.5316667,24.38166667
15,18.5,297.55,24.4
15,17,297.5783333,24.42833333
15,17,297.6066667,24.45666667
15,17,297.635,24.485
15,17,297.6633333,24.51333333
15,17,297.6916667,24.54166667
15,17,297.72,24.57
15,17,297.7483333,24.59833333
15,17,297.7766667,24.62666667
15,17,297.805,24.655
15,17,297.8333333,24.68333333
15,17,297.8616667,24.71166667
15,17,297.89,24.74
15,17,297.9183333,24.76833333
15,17,297.9466667,24.79666667
15,17,297.975,24.825
15,17,298.0033333,24.85333333
15,17,298.0316667,24.88166667
15,17,298.06,24.91
15,17,298.0883333,24.93833333
15,17,298.1166667,24.96666667
15,17,298.145,24.995
15,17,298.1733333,25.02333333
15,17,298.2016667,25.05166667
15,17,298.23,25.08
15,17,298.2583333,25.10833333
15,17,298.2866667,25.13666667
15,17,298.315,25.165
15,17,298.3433333,25.19333333
15,17,298.3716667,25.22166667
15,17,298.4,25.25
15,17,298.4283333,25.27833333
15,17,298.4566667,25.30666667
15,17,298.485,25.335
15,17,298.5133333,25.36333333
15,17,298.5416667,25.39166667
15,17,298.57,25.42
15,17,298.5983333,25.44833333
15,17,298.6266667,25.47666667
15,17,298.655,25.505
15,17,298.6833333,25.53333333
15,17,298.7116667,25.56166667
15,17,298.74,25.59
15,17,298.7683333,25.61833333
15,17,298.7966667,25.64666667
15,17,298.825,25.675
15,17,298.8533333,25.70333333
15,17,298.8816667,25.73166667
15,17,298.91,25.76
15,17,298.9383333,25.78833333
15,17,298.9666667,25.81666667
15,17,298.995,25.845
15,17,299.0233333,25.87333333
15,17,299.0516667,25.90166667
15,17,299.08,25.93
15,17,299.1083333,25.95833333
15,17,299.1366667,25.98666667
15,17,299.165,26.015
15,17,299.1933333,26.04333333
15,17,299.2216667,26.07166667
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.25,26.1
15,17,299.2783333,26.12833333
15,17,299.3066667,26.15666667
15,17,299.335,26.185
15,17,299.3633333,26.21333333
15,17,299.3916667,26.24166667
15,17,299.42,26.27
15,17,299.4483333,26.29833333
15,17,299.4766667,26.32666667
15,17,299.505,26.355
15,17,299.5333333,26.38333333
15,17,299.5616667,26.41166667
15,17,299.59,26.44
15,17,299.6183333,26.46833333
15,17,299.6466667,26.49666667
15,17,299.675,26.525
15,17,299.7033333,26.55333333
15,17,299.7316667,26.58166667
15,17,299.76,26.61
15,17,299.7883333,26.63833333
15,17,299.8166667,26.66666667
15,17,299.845,26.695
15,17,299.8733333,26.72333333
15,17,299.9016667,26.75166667
15,17,299.93,26.78
15,17,299.9583333,26.80833333
15,17,299.9866667,26.83666667
15,17,300.015,26.865
15,17,300.0433333,26.89333333
15,17,300.0716667,26.92166667
15,17,300.1,26.95
15,17,300.1283333,26.97833333
15,17,300.1566667,27.00666667
15,17,300.185,27.035
15,17,300.2133333,27.06333333
15,17,300.2416667,27.09166667
15,17,300.27,27.12
15,17,300.2983333,27.14833333
15,17,300.3266667,27.17666667
15,17,300.355,27.205
15,17,300.3833333,27.23333333
15,17,300.4116667,27.26166667
15,17,300.44,27.29
15,17,300.4683333,27.31833333
15,17,300.4966667,27.34666667
15,17,300.525,27.375
15,17,300.5533333,27.40333333
15,17,300.5816667,27.43166667
15,17,300.61,27.46
15,17,300.6383333,27.48833333
15,17,300.6666667,27.51666667
15,17,300.695,27.545
15,17,300.7233333,27.57333333
15,17,300.7516667,27.60166667
15,17,300.78,27.63
15,17,300.8083333,27.65833333
15,17,300.8366667,27.68666667
15,17,300.865,27.715
15,17,300.8933333,27.74333333
15,17,300.9216667,27.77166667
15,17,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.95,27.8
15,18.5,300.9133333,27.76333333
15,18.5,300.8766667,27.72666667
15,18.5,300.84,27.69
15,18.5,300.8033333,27.65333333
15,18.5,300.7666667,27.61666667
15,18.5,300.73,27.58
15,18.5,300.6933333,27.54333333
15,18.5,300.6566667,27.50666667
15,18.5,300.62,27.47
15,18.5,300.5833333,27.43333333
15,18.5,300.5466667,27.39666667
15,18.5,300.51,27.36
15,18.5,300.4733333,27.32333333
15,18.5,300.4366667,27.28666667
15,18.5,300.4,27.25
15,18.5,300.3633333,27.21333333
15,18.5,300.3266667,27.17666667
15,18.5,300.29,27.14
15,18.5,300.2533333,27.10333333
15,18.5,300.2166667,27.06666667
15,18.5,300.18,27.03
15,18.5,300.1433333,26.99333333
15,18.5,300.1066667,26.95666667
15,18.5,300.07,26.92
15,18.5,300.0333333,26.88333333
15,18.5,299.9966667,26.84666667
15,18.5,299.96,26.81
15,18.5,299.9233333,26.77333333
15,18.5,299.8866667,26.73666667
15,18.5,299.85,26.7
15,18.5,299.8133333,26.66333333
15,18.5,299.7766667,26.62666667
15,18.5,299.74,26.59
15,18.5,299.7033333,26.55333333
15,18.5,299.6666667,26.51666667
15,18.5,299.63,26.48
15,18.5,299.5933333,26.44333333
15,18.5,299.5566667,26.40666667
15,18.5,299.52,26.37
15,18.5,299.4833333,26.33333333
15,18.5,299.4466667,26.29666667
15,18.5,299.41,26.26
15,18.5,299.3733333,26.22333333
15,18.5,299.3366667,26.18666667
15,18.5,299.3,26.15
15,18.5,299.2633333,26.11333333
15,18.5,299.2266667,26.07666667
15,18.5,299.19,26.04
15,18.5,299.1533333,26.00333333
15,18.5,299.1166667,25.96666667
15,18.5,299.08,25.93
15,18.5,299.0433333,25.89333333
15,18.5,299.0066667,25.85666667
15,18.5,298.97,25.82
15,18.5,298.9333333,25.78333333
15,18.5,298.8966667,25.74666667
15,18.5,298.86,25.71
15,18.5,298.8233333,25.67333333
15,18.5,298.7866667,25.63666667
15,18.5,298.75,25.6
15,20,298.74,25.59
15,20,298.73,25.58
15,20,298.72,25.57
15,20,298.71,25.56
15,20,298.7,25.55
15,20,298.69,25.54
15,20,298.68,25.53
15,20,298.67,25.52
15,20,298.66,25.51
15,20,298.65,25.5
15,20,298.64,25.49
15,20,298.63,25.48
15,20,298.62,25.47
15,20,298.61,25.46
15,20,298.6,25.45
15,20,298.59,25.44
15,20,298.58,25.43
15,20,298.57,25.42
15,20,298.56,25.41
15,20,298.55,25.4
15,20,298.54,25.39
15,20,298.53,25.38
15,20,298.52,25.37
15,20,298.51,25.36
15,20,298.5,25.35
15,20,298.49,25.34
15,20,298.48,25.33
15,20,298.47,25.32
15,20,298.46,25.31
15,20,298.45,25.3
15,20,298.44,25.29
15,20,298.43,25.28
15,20,298.42,25.27
15,20,298.41,25.26
15,20,298.4,25.25
15,20,298.39,25.24
15,20,298.38,25.23
15,20,298.37,25.22
15,20,298.36,25.21
15,20,298.35,25.2
15,20,298.34,25.19
15,20,298.33,25.18
15,20,298.32,25.17
15,20,298.31,25.16
15,20,298.3,25.15
15,20,298.29,25.14
15,20,298.28,25.13
15,20,298.27,25.12
15,20,298.26,25.11
15,20,298.25,25.1
15,20,298.24,25.09
15,20,298.23,25.08
15,20,298.22,25.07
15,20,298.21,25.06
15,20,298.2,25.05
15,20,298.19,25.04
15,20,298.18,25.03
15,20,298.17,25.02
15,20,298.16,25.01
15,20,298.15,25
15,20,298.1033333,24.95333333
15,20,298.0566667,24.90666667
15,20,298.01,24.86
15,20,297.9633333,24.81333333
15,20,297.9166667,24.76666667
15,20,297.87,24.72
15,20,297.8233333,24.67333333
15,20,297.7766667,24.62666667
15,20,297.73,24.58
15,20,297.6833333,24.53333333
15,20,297.6366667,24.48666667
15,20,297.59,24.44
15,20,297.5433333,24.39333333
15,20,297.4966667,24.34666667
15,20,297.45,24.3
15,20,297.4033333,24.25333333
15,20,297.3566667,24.20666667
15,20,297.31,24.16
15,20,297.2633333,24.11333333
15,20,297.2166667,24.06666667
15,20,297.17,24.02
15,20,297.1233333,23.97333333
15,20,297.0766667,23.92666667
15,20,297.03,23.88
15,20,296.9833333,23.83333333
15,20,296.9366667,23.78666667
15,20,296.89,23.74
15,20,296.8433333,23.69333333
15,20,296.7966667,23.64666667
15,20,296.75,23.6
15,20,296.7033333,23.55333333
15,20,296.6566667,23.50666667
15,20,296.61,23.46
15,20,296.5633333,23.41333333
15,20,296.5166667,23.36666667
15,20,296.47,23.32
15,20,296.4233333,23.27333333
15,20,296.3766667,23.22666667
15,20,296.33,23.18
15,20,296.2833333,23.13333333
15,20,296.2366667,23.08666667
15,20,296.19,23.04
15,20,296.1433333,22.99333333
15,20,296.0966667,22.94666667
15,20,296.05,22.9
15,20,296.0033333,22.85333333
15,20,295.9566667,22.80666667
15,20,295.91,22.76
15,20,295.8633333,22.71333333
15,20,295.8166667,22.66666667
15,20,295.77,22.62
15,20,295.7233333,22.57333333
15,20,295.6766667,22.52666667
15,20,295.63,22.48
15,20,295.5833333,22.43333333
15,20,295.5366667,22.38666667
15,20,295.49,22.34
15,20,295.4433333,22.29333333
15,20,295.3966667,22.24666667
15,20,295.35,22.2
15,20,295.3416667,22.19166667
15,20,295.3333333,22.18333333
15,20,295.325,22.175
15,20,295.3166667,22.16666667
15,20,295.3083333,22.15833333
15,20,295.3,22.15
15,20,295.2916667,22.14166667
15,20,295.2833333,22.13333333
15,20,295.275,22.125
15,20,295.2666667,22.11666667
15,20,295.2583333,22.10833333
15,20,295.25,22.1
15,20,295.2416667,22.09166667
15,20,295.2333333,22.08333333
15,20,295.225,22.075
15,20,295.2166667,22.06666667
15,20,295.2083333,22.05833333
15,20,295.2,22.05
15,20,295.1916667,22.04166667
15,20,295.1833333,22.03333333
15,20,295.175,22.025
15,20,295.1666667,22.01666667
15,20,295.1583333,22.00833333
15,20,295.15,22
15,20,295.1416667,21.99166667
15,20,295.1333333,21.98333333
15,20,295.125,21.975
15,20,295.1166667,21.96666667
15,20,295.1083333,21.95833333
15,20,295.1,21.95
15,20,295.0916667,21.94166667
15,20,295.0833333,21.93333333
15,20,295.075,21.925
15,20,295.0666667,21.91666667
15,20,295.0583333,21.90833333
15,20,295.05,21.9
15,20,295.0416667,21.89166667
15,20,295.0333333,21.88333333
15,20,295.025,21.875
15,20,295.0166667,21.86666667
15,20,295.0083333,21.85833333
15,20,295,21.85
15,20,294.9916667,21.84166667
15,20,294.9833333,21.83333333
15,20,294.975,21.825
15,20,294.9666667,21.81666667
15,20,294.9583333,21.80833333
15,20,294.95,21.8
15,20,294.9416667,21.79166667
15,20,294.9333333,21.78333333
15,20,294.925,21.775
15,20,294.9166667,21.76666667
15,20,294.9083333,21.75833333
15,20,294.9,21.75
15,20,294.8916667,21.74166667
15,20,294.8833333,21.73333333
15,20,294.875,21.725
15,20,294.8666667,21.71666667
15,20,294.8583333,21.70833333
15,20,294.85,21.7
15,21.5,294.8683333,21.71833333
15,21.5,294.8866667,21.73666667
15,21.5,294.905,21.755
15,21.5,294.9233333,21.77333333
15,21.5,294.9416667,21.79166667
15,21.5,294.96,21.81
15,21.5,294.9783333,21.82833333
15,21.5,294.9966667,21.84666667
15,21.5,295.015,21.865
15,21.5,295.0333333,21.88333333
15,21.5,295.0516667,21.90166667
15,21.5,295.07,21.92
15,21.5,295.0883333,21.93833333
15,21.5,295.1066667,21.95666667
15,21.5,295.125,21.975
15,21.5,295.1433333,21.99333333
15,21.5,295.1616667,22.01166667
15,21.5,295.18,22.03
15,21.5,295.1983333,22.04833333
15,21.5,295.2166667,22.06666667
15,21.5,295.235,22.085
15,21.5,295.2533333,22.10333333
15,21.5,295.2716667,22.12166667
15,21.5,295.29,22.14
15,21.5,295.3083333,22.15833333
15,21.5,295.3266667,22.17666667
15,21.5,295.345,22.195
15,21.5,295.3633333,22.21333333
15,21.5,295.3816667,22.23166667
15,21.5,295.4,22.25
15,21.5,295.4183333,22.26833333
15,21.5,295.4366667,22.28666667
15,21.5,295.455,22.305
15,21.5,295.4733333,22.32333333
15,21.5,295.4916667,22.34166667
15,21.5,295.51,22.36
15,21.5,295.5283333,22.37833333
15,21.5,295.5466667,22.39666667
15,21.5,295.565,22.415
15,21.5,295.5833333,22.43333333
15,21.5,295.6016667,22.45166667
15,21.5,295.62,22.47
15,21.5,295.6383333,22.48833333
15,21.5,295.6566667,22.50666667
15,21.5,295.675,22.525
15,21.5,295.6933333,22.54333333
15,21.5,295.7116667,22.56166667
15,21.5,295.73,22.58
15,21.5,295.7483333,22.59833333
15,21.5,295.7666667,22.61666667
15,21.5,295.785,22.635
15,21.5,295.8033333,22.65333333
15,21.5,295.8216667,22.67166667
15,21.5,295.84,22.69
15,21.5,295.8583333,22.70833333
15,21.5,295.8766667,22.72666667
15,21.5,295.895,22.745
15,21.5,295.9133333,22.76333333
15,21.5,295.9316667,22.78166667
15,21.5,295.95,22.8
15,21.5,295.94,22.79
15,21.5,295.93,22.78
15,21.5,295.92,22.77
15,21.5,295.91,22.76
15,21.5,295.9,22.75
15,21.5,295.89,22.74
15,21.5,295.88,22.73
15,21.5,295.87,22.72
15,21.5,295.86,22.71
15,21.5,295.85,22.7
15,21.5,295.84,22.69
15,21.5,295.83,22.68
15,21.5,295.82,22.67
15,21.5,295.81,22.66
15,21.5,295.8,22.65
15,21.5,295.79,22.64
15,21.5,295.78,22.63
15,21.5,295.77,22.62
15,21.5,295.76,22.61
15,21.5,295.75,22.6
15,21.5,295.74,22.59
15,21.5,295.73,22.58
15,21.5,295.72,22.57
15,21.5,295.71,22.56
15,21.5,295.7,22.55
15,21.5,295.69,22.54
15,21.5,295.68,22.53
15,21.5,295.67,22.52
15,21.5,295.66,22.51
15,21.5,295.65,22.5
15,21.5,295.64,22.49
15,21.5,295.63,22.48
15,21.5,295.62,22.47
15,21.5,295.61,22.46
15,21.5,295.6,22.45
15,21.5,295.59,22.44
15,21.5,295.58,22.43
15,21.5,295.57,22.42
15,21.5,295.56,22.41
15,21.5,295.55,22.4
15,21.5,295.54,22.39
15,21.5,295.53,22.38
15,21.5,295.52,22.37
15,21.5,295.51,22.36
15,21.5,295.5,22.35
15,21.5,295.49,22.34
15,21.5,295.48,22.33
15,21.5,295.47,22.32
15,21.5,295.46,22.31
15,21.5,295.45,22.3
15,21.5,295.44,22.29
15,21.5,295.43,22.28
15,21.5,295.42,22.27
15,21.5,295.41,22.26
15,21.5,295.4,22.25
15,21.5,295.39,22.24
15,21.5,295.38,22.23
15,21.5,295.37,22.22
15,21.5,295.36,22.21
15,21.5,295.35,22.2
15,21.5,295.3416667,22.19166667
15,21.5,295.3333333,22.18333333
15,21.5,295.325,22.175
15,21.5,295.3166667,22.16666667
15,21.5,295.3083333,22.15833333
15,21.5,295.3,22.15
15,21.5,295.2916667,22.14166667
15,21.5,295.2833333,22.13333333
15,21.5,295.275,22.125
15,21.5,295.2666667,22.11666667
15,21.5,295.2583333,22.10833333
15,21.5,295.25,22.1
15,21.5,295.2416667,22.09166667
15,21.5,295.2333333,22.08333333
15,21.5,295.225,22.075
15,21.5,295.2166667,22.06666667
15,21.5,295.2083333,22.05833333
15,21.5,295.2,22.05
15,21.5,295.1916667,22.04166667
15,21.5,295.1833333,22.03333333
15,21.5,295.175,22.025
15,21.5,295.1666667,22.01666667
15,21.5,295.1583333,22.00833333
15,21.5,295.15,22
15,21.5,295.1416667,21.99166667
15,21.5,295.1333333,21.98333333
15,21.5,295.125,21.975
15,21.5,295.1166667,21.96666667
15,21.5,295.1083333,21.95833333
15,21.5,295.1,21.95
15,21.5,295.0916667,21.94166667
15,21.5,295.0833333,21.93333333
15,21.5,295.075,21.925
15,21.5,295.0666667,21.91666667
15,21.5,295.0583333,21.90833333
15,21.5,295.05,21.9
15,21.5,295.0416667,21.89166667
15,21.5,295.0333333,21.88333333
15,21.5,295.025,21.875
15,21.5,295.0166667,21.86666667
15,21.5,295.0083333,21.85833333
15,21.5,295,21.85
15,21.5,294.9916667,21.84166667
15,21.5,294.9833333,21.83333333
15,21.5,294.975,21.825
15,21.5,294.9666667,21.81666667
15,21.5,294.9583333,21.80833333
15,21.5,294.95,21.8
15,21.5,294.9416667,21.79166667
15,21.5,294.9333333,21.78333333
15,21.5,294.925,21.775
15,21.5,294.9166667,21.76666667
15,21.5,294.9083333,21.75833333
15,21.5,294.9,21.75
15,21.5,294.8916667,21.74166667
15,21.5,294.8833333,21.73333333
15,21.5,294.875,21.725
15,21.5,294.8666667,21.71666667
15,21.5,294.8583333,21.70833333
15,21.5,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.85,21.7
15,23,294.8216667,21.67166667
15,23,294.7933333,21.64333333
15,23,294.765,21.615
15,23,294.7366667,21.58666667
15,23,294.7083333,21.55833333
15,23,294.68,21.53
15,23,294.6516667,21.50166667
15,23,294.6233333,21.47333333
15,23,294.595,21.445
15,23,294.5666667,21.41666667
15,23,294.5383333,21.38833333
15,23,294.51,21.36
15,23,294.4816667,21.33166667
15,23,294.4533333,21.30333333
15,23,294.425,21.275
15,23,294.3966667,21.24666667
15,23,294.3683333,21.21833333
15,23,294.34,21.19
15,23,294.3116667,21.16166667
15,23,294.2833333,21.13333333
15,23,294.255,21.105
15,23,294.2266667,21.07666667
15,23,294.1983333,21.04833333
15,23,294.17,21.02
15,23,294.1416667,20.99166667
15,23,294.1133333,20.96333333
15,23,294.085,20.935
15,23,294.0566667,20.90666667
15,23,294.0283333,20.87833333
15,23,294,20.85
15,23,293.9716667,20.82166667
15,23,293.9433333,20.79333333
15,23,293.915,20.765
15,23,293.8866667,20.73666667
15,23,293.8583333,20.70833333
15,23,293.83,20.68
15,23,293.8016667,20.65166667
15,23,293.7733333,20.62333333
15,23,293.745,20.595
15,23,293.7166667,20.56666667
15,23,293.6883333,20.53833333
15,23,293.66,20.51
15,23,293.6316667,20.48166667
15,23,293.6033333,20.45333333
15,23,293.575,20.425
15,23,293.5466667,20.39666667
15,23,293.5183333,20.36833333
15,23,293.49,20.34
15,23,293.4616667,20.31166667
15,23,293.4333333,20.28333333
15,23,293.405,20.255
15,23,293.3766667,20.22666667
15,23,293.3483333,20.19833333
15,23,293.32,20.17
15,23,293.2916667,20.14166667
15,23,293.2633333,20.11333333
15,23,293.235,20.085
15,23,293.2066667,20.05666667
15,23,293.1783333,20.02833333
15,23,293.15,20
15,21.5,293.14,19.99
15,21.5,293.13,19.98
15,21.5,293.12,19.97
15,21.5,293.11,19.96
15,21.5,293.1,19.95
15,21.5,293.09,19.94
15,21.5,293.08,19.93
15,21.5,293.07,19.92
15,21.5,293.06,19.91
15,21.5,293.05,19.9
15,21.5,293.04,19.89
15,21.5,293.03,19.88
15,21.5,293.02,19.87
15,21.5,293.01,19.86
15,21.5,293,19.85
15,21.5,292.99,19.84
15,21.5,292.98,19.83
15,21.5,292.97,19.82
15,21.5,292.96,19.81
